% Model:              spr_1d_homo_index.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 26 2025, 09:48
% Table:              Table 1 - Reflectance, Transmittance, and Absorptance (ewfd)
% in_rad (rad)           n_channel                lambda0 (nm)             Reflectance, order 0 (1)
1.105                    1.352                    983.9999999999999        0.9334764485102933
1.105                    1.3525                   983.9999999999999        0.9316038699832315
1.105                    1.353                    983.9999999999999        0.9299384655753186
1.105                    1.3535000000000001       983.9999999999999        0.9284422489783668
1.105                    1.354                    983.9999999999999        0.927087439879314
1.105                    1.3545                   983.9999999999999        0.9258529461080038
1.105                    1.355                    983.9999999999999        0.9247222783322315
1.105                    1.3555000000000001       983.9999999999999        0.9236822401779009
1.105                    1.356                    983.9999999999999        0.92272206648742
1.105                    1.3565                   983.9999999999999        0.9218328344859056
1.105                    1.357                    983.9999999999999        0.9210070483978794
1.105                    1.3575000000000002       983.9999999999999        0.9202383385798373
1.105                    1.358                    983.9999999999999        0.9195212384774004
1.105                    1.3585                   983.9999999999999        0.9188510158935271
1.105                    1.359                    983.9999999999999        0.9182235431473933
1.105                    1.3595000000000002       983.9999999999999        0.9176351956056068
1.105                    1.36                     983.9999999999999        0.9170827713008272
1.106                    1.33                     983.9999999999999        0.9531794698739035
1.106                    1.3305                   983.9999999999999        0.9561429844750827
1.106                    1.331                    983.9999999999999        0.9585750838562236
1.106                    1.3315000000000001       983.9999999999999        0.9605699668864461
1.106                    1.332                    983.9999999999999        0.9622033259305272
1.106                    1.3325                   983.9999999999999        0.9635363448972366
1.106                    1.333                    983.9999999999999        0.9646187592399754
1.106                    1.3335000000000001       983.9999999999999        0.9654912131782625
1.106                    1.334                    983.9999999999999        0.9661870870307238
1.106                    1.3345                   983.9999999999999        0.966733923376796
1.106                    1.335                    983.9999999999999        0.967154546156672
1.106                    1.3355000000000001       983.9999999999999        0.9674679444428489
1.106                    1.336                    983.9999999999999        0.9676899742093737
1.106                    1.3365                   983.9999999999999        0.9678339186020951
1.106                    1.337                    983.9999999999999        0.9679109374456061
1.106                    1.3375000000000001       983.9999999999999        0.9679304296832241
1.106                    1.338                    983.9999999999999        0.9679003268429697
1.106                    1.3385                   983.9999999999999        0.9678273316311016
1.106                    1.339                    983.9999999999999        0.9677171125868299
1.106                    1.3395000000000001       983.9999999999999        0.9675744633450579
1.106                    1.34                     983.9999999999999        0.9674034332247065
1.106                    1.3405                   983.9999999999999        0.967207434436824
1.106                    1.341                    983.9999999999999        0.9669893300243636
1.106                    1.3415000000000001       983.9999999999999        0.9667515058974048
1.106                    1.342                    983.9999999999999        0.9664959294683597
1.106                    1.3425                   983.9999999999999        0.9662241969364506
1.106                    1.343                    983.9999999999999        0.9659375707631689
1.106                    1.3435000000000001       983.9999999999999        0.965637008455405
1.106                    1.344                    983.9999999999999        0.9653231834669759
1.106                    1.3445                   983.9999999999999        0.9649964987004921
1.106                    1.345                    983.9999999999999        0.9646570926946972
1.106                    1.3455000000000001       983.9999999999999        0.9643048383886974
1.106                    1.346                    983.9999999999999        0.9639393338303999
1.106                    1.3465                   983.9999999999999        0.9635598838177973
1.106                    1.347                    983.9999999999999        0.9631654708876787
1.106                    1.3475000000000001       983.9999999999999        0.9627547132314684
1.106                    1.348                    983.9999999999999        0.9623258061374481
1.106                    1.3485                   983.9999999999999        0.9618764420340886
1.106                    1.349                    983.9999999999999        0.9614037020587054
1.106                    1.3495000000000001       983.9999999999999        0.9609039089674727
1.106                    1.35                     983.9999999999999        0.9530010735413779
1.106                    1.3505                   983.9999999999999        0.9463909028811496
1.106                    1.351                    983.9999999999999        0.9422262860193111
1.106                    1.3515000000000001       983.9999999999999        0.9390255593047981
1.106                    1.352                    983.9999999999999        0.9363916859717807
1.106                    1.3525                   983.9999999999999        0.9341452283475019
